,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
"Julia may be the spouse or sister of Philologus, given their mention together in Rom.16.15",-0.19580594,0.5594041,-0.3444444,-0.36036858,-0.14295654,0.12785052,-0.49757847,-0.010181764,0.27513295,0.14458638,-0.10226766,0.08255703,0.13498972,-0.35360414,-0.13622954,0.5141928,0.1622974,0.039633885,0.20672102,-0.40487826,-0.17576881,0.1950846,-0.0021728603,-0.081060216,0.3168666,0.016711546,0.15259016,0.054236203,0.32217312,0.12551448,-0.5171947,-0.2649093,0.27521864,-0.1038393,0.028121026,-0.102392636,-0.44865197,-0.5658942,-0.28135383,0.13122655
Julius,0.062478043,0.12312118,-0.20710926,-0.22469093,-0.18647371,0.35644108,-0.37083557,0.3565725,0.069869496,0.26013073,0.006262966,0.13822332,0.12823986,-0.26804873,-0.40133515,0.44996324,0.14819415,0.120526984,0.16761898,-0.46273702,-0.3165483,0.22629501,0.20123143,-0.0630483,0.120898,0.029527878,0.1841864,0.010155098,-0.020989733,0.15557629,-0.3528847,-0.19262896,0.31033814,-0.29286832,0.12217753,0.23729774,-0.40497708,-0.45721063,-0.119685575,0.12347631
Junia,-0.02493899,0.03614811,-0.27014667,-0.41446167,0.017041948,0.3939502,-0.39056718,-0.048865948,0.31464222,0.14900601,-0.027292725,-0.1302504,0.41536242,-0.62012434,-0.32606435,0.56098044,0.19324614,0.06454841,-0.024669414,-0.4704913,-0.05581431,0.22498131,0.08067935,0.0089852465,0.2802048,0.12691501,0.2332636,0.023747344,0.14412032,0.14766224,-0.34963396,-0.43402064,0.27106643,-0.08635408,0.112053804,0.22765443,-0.22330417,-0.5512522,-0.31721002,0.15308839
Kenan in the NIV,0.22374064,-0.058508452,-0.38454476,-0.4925152,0.06323946,0.15757376,-0.7235315,-0.10418106,0.13520122,0.29611307,-0.07444985,0.32436207,0.11938442,-0.30687842,-0.0013629178,0.46638504,0.19042133,0.1302476,0.37383416,-0.6289625,-0.5138321,0.15934555,0.01580344,-0.12932503,0.27737424,0.03024919,-0.0017931801,0.20830971,0.37728766,0.088451035,-0.58989,-0.25072822,0.19762033,-0.33692297,-0.12064585,0.32289907,-0.42348346,-0.5464159,0.008954207,-0.04712789
Kidron,-0.11851546,0.039396428,-0.10677753,-0.27096516,-0.19938332,0.33695668,-0.03675148,0.82702464,0.33111256,0.2628043,-0.028622948,0.14567016,0.26562336,-0.32825044,-0.26833376,0.41280368,0.1527851,0.04408512,0.23996441,-0.37747055,-0.19147904,0.21045953,0.23949063,-0.05477311,0.12891676,-0.024713917,0.330808,-0.2008592,0.3033378,0.27984655,-0.23768598,-0.3214646,0.27805746,-0.33748168,0.15845348,0.062500805,-0.2280622,-0.50456065,-0.3159783,-0.13117328
King of Chalcis from AD 50-92: the last member of the Herodian dynasty,-0.11546546,0.18144098,-0.34335098,-0.3749838,0.40886444,0.31154183,-0.33599454,0.02323859,0.4354712,0.32957372,0.07464955,0.006986658,0.18357657,-0.39496145,-0.47462487,0.3515384,0.17068376,-0.051925864,0.23941514,-0.43587944,-0.43571824,0.10118108,-0.0021610132,-0.23831588,0.21229975,-0.0694862,0.18205264,0.020712594,0.34350526,0.33513907,-0.52418065,0.021326374,0.33115295,0.0021360703,-0.0015012108,0.13981591,-0.3086403,-0.345452,-0.016580429,0.023638474
King of Israel,0.19758546,0.43005142,-0.14734185,-0.24932797,0.16865067,0.2883161,-0.23032002,-0.07598416,-0.01940985,-0.04570837,-0.10835797,0.24701561,-0.07694708,-0.38845018,-0.56682163,0.25249082,0.23651914,-0.0019259301,0.24020335,-0.6197396,-0.422566,-0.18081175,0.16207652,-0.18329664,0.21905226,0.051951468,0.042524956,0.18774138,0.07136188,0.4084101,-0.3218836,-0.030205255,0.4439405,0.02524677,0.04945983,0.3821914,-0.3648675,-0.3578585,-0.46203822,-0.04029374
King of Israel renowned for his wisdom,0.028791612,-0.0030918135,-0.1969407,-0.18939859,0.46872678,0.30777073,-0.25621873,0.23595472,0.060090035,0.36234316,0.04885362,0.029863909,0.13043095,-0.5431687,-0.21456425,0.2423987,0.07954098,0.073000945,0.31375548,-0.4760354,-0.49656728,0.0015142093,0.13821127,-0.25050408,0.1761951,-0.040014263,0.07976479,0.05464297,0.10389375,0.32880232,-0.549011,-0.14416838,0.31655303,-0.4099198,0.22883415,0.5185483,-0.24178477,-0.41733474,0.14591733,-0.033616763
King of Judah during the time of Isaiah,0.29469582,0.02535522,-0.34532154,-0.2638365,0.36833516,0.486164,-0.36588967,0.5649159,0.26419997,0.3808085,-0.027369082,0.13992608,0.23026505,-0.2689024,-0.21018049,0.16662838,0.11178889,0.073771015,0.18341677,-0.4527519,-0.2215925,-0.0079126535,0.28115368,-0.1985043,0.13235767,-0.064518064,-0.038283035,0.070640944,0.30945018,0.40017694,-0.46291268,-0.19009683,0.2781977,-0.2724569,0.10242967,0.2998173,-0.28587037,-0.34636134,-0.026483178,0.07827311
King of Judea at the time of Jesus' birth,-0.06314499,0.10566537,-0.34260383,-0.34672034,0.54259366,0.36793718,-0.17701806,0.14264593,0.086964786,0.3361911,0.0745453,0.12240953,0.35348356,-0.2903509,-0.3323674,0.50746435,0.0569054,-0.039746463,0.573237,-0.43138957,-0.37145302,-0.11259177,0.39344957,-0.054976434,0.28351876,-0.09298595,0.0377107,0.07022582,0.17598404,0.38796663,-0.53442913,-0.14615282,0.11988964,-0.3149586,0.17165908,-0.15232043,-0.13993782,-0.3652094,-0.052986138,-0.18208542
King of the land east of the Jordan,-0.14349295,0.06152297,-0.10941701,-0.16779763,0.30750427,0.33073348,-0.31846356,-0.039964676,0.4046424,0.31557265,0.086537614,0.14194588,0.35630104,-0.3521604,-0.46611527,0.5518674,0.11162048,-0.00234938,0.11121323,-0.7036245,-0.37866208,0.1027281,0.11301349,-0.30566853,0.2782935,-0.10997572,0.15384625,0.009295542,0.37906536,0.41373432,-0.5264275,-0.10902442,0.22630936,-0.12703764,0.26053146,-0.11718755,-0.32148966,-0.4064624,0.15962733,-0.22344504
Kish,0.10810914,0.16118835,-0.18444441,-0.21480882,0.06498814,0.35867107,-0.2837789,0.25993502,0.107502714,0.2547388,-0.12088853,0.3992456,0.11435495,-0.3135615,0.051426854,0.38822427,0.20540616,0.13979237,0.28191692,-0.6527267,-0.32142916,0.1630597,0.27340296,0.07848902,0.16105652,-0.009664128,0.19163959,0.1132918,0.23829694,0.21690549,-0.26835784,-0.34704766,0.31474423,-0.096924536,0.3773684,0.25472912,-0.3213013,-0.49098086,-0.26254702,-0.10841852
Korah,0.08771861,0.27606162,-0.21029133,-0.14086019,-0.19497566,0.30897534,-0.29672194,0.07515528,0.31711045,0.15410271,-0.055543646,0.22468074,-0.0014999209,-0.7694428,-0.2950329,0.44551796,0.14022128,0.085470706,0.342552,-0.3523228,-0.34490597,0.20472354,0.1894897,-0.12380673,0.16475949,0.122663066,0.12029582,0.13386717,0.20411117,0.13567404,-0.25895214,-0.13449532,0.2552035,-0.06687284,0.09933834,0.2472317,-0.34330612,-0.48174715,-0.14972043,0.16329214
Lamech,0.15201305,0.10062448,-0.06767676,-0.18723601,0.27857095,0.3076553,-0.65152115,-0.12455499,0.051020335,0.31229296,-0.08961,0.3817821,0.044138547,-0.4550239,-0.33757606,0.47384068,0.20532136,0.02790805,0.04234517,-0.5757138,-0.31864476,0.12634538,0.21980393,0.074960686,0.2239095,0.14060934,0.049374375,0.2731774,0.35068354,0.16031928,-0.3286361,-0.2954337,0.25071335,-0.30790088,0.0044189054,0.3618869,-0.18241766,-0.5568037,-0.17131095,-0.004349038
Land Area,0.34092876,0.04879084,-0.11271839,-0.1783334,0.49138784,0.38614887,-0.39112768,-0.18236388,0.22925434,0.17178735,-0.014165479,-0.120996304,-0.14541999,-0.22130556,-0.2549419,0.19428553,0.18136117,0.047721792,0.6236574,-0.5177073,-0.15705648,0.22091606,0.2845113,-0.30091056,0.27775493,0.031767484,0.16302593,0.27901527,0.23292555,0.14864002,-0.5968578,-0.062122338,0.20634092,-0.38321972,-0.06260238,0.30634326,-0.43577102,-0.39310288,-0.07133709,0.10300862
Laodicea,0.1311713,0.046326034,-0.17829786,-0.17682548,0.10201056,0.36253533,-0.38419977,-0.08281635,0.38202083,0.25420052,0.07785002,0.27286088,0.25400674,-0.68980855,-0.45420095,0.5075825,0.12050706,0.15582323,0.496272,-0.36616012,-0.14845031,0.1622063,0.1934151,-0.01851577,0.19579463,0.10282026,0.12830992,0.27308035,-0.24849689,0.13295817,-0.40446502,-0.24374652,0.21031822,-0.12801024,-0.08657484,0.15425414,-0.33112997,-0.5234345,-0.055085715,0.16967459
Laodiceans,0.106180795,0.3452552,-0.2411424,-0.116490945,0.36690632,0.40239018,-0.1544893,0.10910833,0.30243787,0.17341015,-0.044439413,0.10436808,0.20921236,-0.46814236,-0.19043285,0.44730812,0.21991864,0.10350662,0.07984188,-0.50320345,-0.05778282,0.26671252,0.19615926,-0.21533844,0.3669933,-0.012531106,0.384765,0.095736474,0.22764933,0.19220471,-0.17305082,-0.4938645,0.17550722,-0.11781402,0.082048245,0.32579565,0.04577673,-0.49156523,-0.28722334,0.04016694
Lasea,-0.16892889,0.15288319,-0.106801726,-0.037332945,0.52887684,0.32776514,-0.36846143,0.31803176,0.059208736,0.32341257,-0.15456522,0.39849186,0.04383899,-0.4322043,-0.19783661,0.2598163,0.19901842,0.15699221,0.47819215,-0.36320752,-0.13286094,0.108852744,0.11600365,-0.08536793,0.2760692,-0.078331195,0.13516812,0.084857374,0.3738299,0.14714527,-0.13477075,-0.007919626,0.21220264,-0.33866528,0.21587574,0.3621667,-0.31613386,-0.47427776,-0.23231044,-0.033665553
Latin,0.21669452,0.16531397,-0.06121536,-0.23995289,0.025894662,0.34520075,-0.13890582,0.10697449,0.50038993,0.40269285,-0.06264593,0.27701497,0.027389241,0.28657866,-0.17729403,0.5263992,0.27622586,0.12920453,0.33825085,-0.47328377,-0.06291159,0.24674746,0.29719305,-0.29178494,0.25800675,0.028873563,0.34870037,0.14511068,0.036828965,0.21017843,-0.24509275,-0.24263543,0.24270183,-0.4318475,0.020886818,0.23774643,-0.19209208,-0.5372872,-0.1694449,-0.02755882
Lazarus,0.071384884,-0.010141529,-0.22970757,-0.33331057,-0.26930466,0.36134714,-0.39047113,0.004600363,0.5199583,0.03318476,-0.07188044,0.017392337,0.32330728,-0.70252645,-0.23983973,0.29804304,0.24118286,0.08050334,0.22748935,-0.5834321,0.043498803,0.26407754,0.13684836,-0.30888295,0.1815872,-0.03480649,0.29040968,0.039852932,0.39537445,0.21510428,-0.22228341,0.121934325,0.2612991,-0.39176643,-0.067597546,0.10854513,-0.37339962,-0.5901574,-0.058972325,-0.10986627
Levi,0.41630125,-0.19603379,-0.079322845,-0.13731654,0.33221287,0.39644715,-0.6443092,-0.09577404,-0.056284055,0.13535947,-0.005834505,0.63692236,0.2405453,-0.39301354,-0.18033262,0.5695003,0.27989116,-0.26236108,0.38157412,-0.6413138,-0.33742583,0.20039335,0.22869962,-0.19315666,0.2440714,-0.08004589,0.027883917,0.11622622,0.1502459,0.17108332,-0.7478555,0.3906037,0.28193262,-0.48141944,0.1695477,-0.031824637,-0.041586168,-0.33788702,-0.038829543,0.093956545
Levite,-0.06919789,0.25791532,-0.21019219,-0.035140086,0.40329957,0.43998167,-0.23771606,0.12526256,0.41544998,0.20460434,0.03673099,0.104043856,0.10055279,-0.5472887,-0.27516133,0.73368704,0.28347272,0.20649219,0.3557819,-0.3101037,-0.14448914,0.16507447,0.3324956,-0.31397787,0.3170023,-0.0008410153,0.18597034,0.08867723,-0.395755,0.1587061,-0.30291992,-0.03711563,0.1610494,-0.07029483,-0.04238974,0.15980497,-0.6034423,-0.37496272,-0.18364707,0.21341926
Levites,0.12923859,0.11866204,-0.08175923,-0.11558645,0.26611578,0.4042832,-0.30507782,-0.2842677,0.15130405,0.12932064,-0.10149805,0.121765874,0.10535862,0.02974956,-0.41740787,0.30980462,0.18551786,0.184949,0.22327438,-0.37605858,-0.24933945,0.13788365,0.23759502,-0.27405393,0.33902007,0.070495576,0.32198724,0.2616408,0.1780046,0.17369503,-0.33451438,-0.43330812,0.33331892,-0.21859257,0.06818513,0.20485424,-0.52005064,-0.47475603,-0.14917135,0.07094997
Libya,-0.10676831,0.10747331,-0.01455528,-0.12267676,0.7850185,0.27333647,-0.2957144,0.13063458,0.06780074,0.28116548,-0.024043757,-0.012713101,0.08003478,-0.020384854,-0.44952965,0.5544083,0.20961957,0.0048372885,0.49364296,-0.505365,-0.24528484,0.1854559,0.17960933,-0.19501005,0.32684496,-0.0063174223,0.2072023,0.11076621,0.05530199,0.17842248,-0.30900285,-0.10291177,0.21709277,-0.3894155,0.049538013,0.24105312,-0.009563472,-0.47966176,0.089567274,-0.073867746
"Likely a variant form of Ram, as Hezron's son is called in Matthew's genealogy. ",0.10986446,-0.03275803,-0.20659341,-0.3891211,0.43810657,0.13238116,-0.5314708,0.14860323,0.24369937,0.082791306,-0.10902528,0.26671878,0.19514385,-0.24089737,-0.07266579,0.273701,0.42013937,0.11952512,0.26867035,-0.4273499,-0.51753235,0.1888783,0.10225833,-0.16703191,0.10221545,0.0154379355,0.06779504,0.046384208,0.44577748,0.06035806,-0.64894265,0.14837348,0.33038455,-0.2477968,0.05275142,0.36159617,-0.41161647,-0.5951493,-0.22259736,0.09463106
"Likely synonymous with Canaanite, and referring to those from the region of Syria and Phoenicia, and therefore a subgroup of Greek Gentiles.",0.05265185,0.06772073,-0.24197677,-0.3163911,-0.11387361,0.14737768,-0.24971466,0.38814795,0.1617106,0.22743747,-0.09432812,0.3355533,0.088375665,-0.39763257,-0.18177746,0.39830858,0.28628585,-0.030999003,0.21178477,-0.4647695,-0.42127702,0.29570937,0.36338478,-0.21771555,0.27640343,0.11247452,0.19833884,-0.07307158,-0.29543367,0.053909034,-0.6175716,-0.019959908,0.31237006,-0.33759874,0.0013724766,0.18382491,-0.15835477,-0.54119426,-0.21236813,-0.040617283
Linus,0.27478418,0.044097595,-0.10944826,-0.15321587,-0.117791556,0.34029996,-0.46801233,0.23258784,-0.026982794,0.3507507,0.034381263,0.1566658,0.20239875,-0.20855007,-0.31073645,0.42514881,0.24004732,0.1334029,0.2611573,-0.40826055,-0.17244217,0.27946693,0.18036877,-0.24961965,0.15591267,-0.05823842,0.09498697,0.07213185,0.22927867,0.23150805,-0.37128693,-0.13268897,0.2814195,-0.20087115,0.1522428,0.25943032,-0.28139642,-0.4633356,-0.04491679,0.14797881
Lois,-0.037821274,0.11304995,-0.18941374,-0.3535182,-0.16502891,0.32348976,-0.2892032,0.27964225,0.19779377,0.2275203,-0.0638215,0.33131173,0.1946394,-0.50849146,-0.29129845,0.5581818,0.19614603,0.04932015,0.35655656,-0.46614528,0.07457611,0.1901996,0.13892393,-0.07801485,0.14115563,-0.045514204,0.11770903,0.075234964,0.524266,0.25207898,-0.25643447,0.24581541,0.2997539,-0.53332275,0.099334896,0.086849034,-0.18681182,-0.43614757,-0.056366544,-0.021366032
Lot,0.045803424,0.28998548,-0.1091934,-0.20431162,-0.27946296,0.36084726,-0.44618207,-0.13526054,-0.0067787855,0.1832491,0.09017665,0.2163454,0.06842438,-0.01842331,-0.4164956,0.3094678,0.11538157,-0.010543978,0.27944672,-0.5189621,-0.26548523,0.24284647,0.161508,-0.10252902,0.23916882,0.13560025,0.18589997,0.24032794,0.14344855,0.12182546,-0.38503197,-0.23045842,0.20386904,-0.35188445,0.00036414847,0.23621428,-0.49666762,-0.43533817,-0.19722693,0.035345297
Louw-Nida identifier,-0.12961118,0.21368644,-0.34128213,-0.28608766,0.0629767,0.37258312,-0.36303887,0.12442639,0.12566148,0.21464482,-0.13089259,0.16516925,0.031344935,0.1714064,-0.43760514,0.45568424,0.18717104,-0.01867784,0.4753078,-0.3540082,-0.066567674,0.23239796,0.3157098,-0.14281443,0.13977236,-0.009334468,0.3173845,0.0720246,0.4230236,0.24031445,-0.3016105,0.05554706,0.30624446,-0.19332458,-0.17322515,0.2236993,-0.3363434,-0.34106818,0.004776559,-0.033404246
"Louw-Nida identifier, keying specific Greek terms (and their English translations) to their taxonomy of semantic domains. A string like ""33.X'.439"" identifies the term sumballo, which can be translated as ""to express differences of opinion in a forceful way"". In their scheme, this has domain index 33 (Communication), with sub-domain index X' (Dispute, Debate). The final integer index uniquely defines this term (but the same term may have multiple senses). The sub-domain index can be determined from the term index, but it seems helpful to include both. Note the possible values of the sub-domain index are A-Z, then A'-Z', etc.",-0.3462322,-0.10836305,-0.59895796,-0.3991825,0.107477404,0.14354542,-0.18310094,0.081851736,0.32401636,0.38407812,-0.10045644,0.090494506,0.09775591,-0.3223129,-0.49480626,0.77105826,0.17537062,-0.09695555,0.35538107,-0.3535217,-0.21591476,0.18463917,0.10943429,-0.17528358,0.2336451,0.11297242,0.23307791,-0.18400721,0.3053172,0.045807824,-0.6034181,0.041473325,0.38911647,-0.033385117,0.032930497,0.35054234,-0.2509598,-0.5203603,-0.064751394,-0.12904666
Lucius,0.20776866,0.057145003,0.038605772,-0.28088856,0.078069136,0.38285393,-0.6864788,-0.26239476,0.12577268,0.12949146,-0.11081902,0.19387998,0.26148683,-0.6303133,-0.3927427,0.8495082,0.1942383,0.1813215,0.38759288,-0.2856479,-0.27041972,0.21177417,0.22419488,0.049264017,0.302819,0.08738744,0.017641174,0.32329935,0.042654406,0.12927005,-0.24739656,-0.60405976,0.15620835,-0.13749194,-0.009234317,0.24063861,-0.20660768,-0.5076741,-0.07204326,0.21359031
Luke,0.10332919,0.37482148,-0.14822812,-0.3055179,-0.20572115,0.36490247,-0.5618577,0.28879142,0.34551886,0.19769524,-0.1284445,0.010358579,-0.088114694,-0.76889706,-0.26500124,0.2690894,0.20582885,0.28335533,0.37324616,-0.36580095,-0.35342565,0.31118685,0.16145359,-0.212679,0.15973328,-0.05136171,0.15294886,-0.113781884,0.08808748,0.13311383,-0.28048298,-0.058715306,0.20271972,-0.0033614472,0.053920988,0.3996286,-0.5559698,-0.3836907,-0.062073074,0.11378697
"Luke describes him as ""Gaius of Derbe"": that could be either his place of birth, or place of residence. It's not clear whether he (and his other companions) accompanied Paul all the way to Jerusalem. Gaius being a common name, it seems plausible that the others of the same name are distinct individuals, though the closest possible identification is with GaiusOfMacedonia (see New Bible Dictionary for discussion).",0.04613917,0.07074963,0.075754434,-0.37071314,0.07965143,0.2256972,-0.6436896,0.37768883,0.19078326,0.20965078,-0.23106211,0.119291455,0.06074279,-0.3667257,-0.20636007,0.5613226,0.19399966,-0.06305102,0.2604571,-0.5838241,-0.033229224,0.2860387,0.208501,-0.11900143,0.355491,0.056305774,0.2638465,0.14223406,0.5440611,0.06094583,-0.32320884,-0.11940328,0.36078432,-0.37434673,0.21838868,-0.16638713,-0.18111248,-0.63798743,0.22134677,0.11792955
"Luke describes him as ""of the Thessalonians"", which could mean either his residence or his origin. ",-0.01542838,0.0334784,0.017294163,-0.34047008,0.3042183,0.21389954,-0.754249,0.4254206,0.08738128,0.20433372,-0.2370708,0.26372594,0.2092368,-0.41195962,-0.31345302,0.68142194,0.23778465,-0.0599389,0.20147173,-0.42556345,-0.110125855,0.26139212,0.19436558,-0.16199492,0.24715126,0.02554197,0.10512019,-0.013192962,0.18385991,-0.01704303,-0.41560453,-0.032417547,0.40105096,-0.416947,0.15275045,-0.070894934,-0.24622788,-0.57469827,0.18799558,-0.004189471
"Luke's genealogy has Sala, a minor variant, but the relationships make clear it is the same person.",0.030371498,0.08029368,-0.025739826,-0.38499716,0.60620475,0.1942999,-0.7677306,0.013944734,0.13779323,0.2506119,-0.11897646,0.15585025,0.33975762,-0.35082406,-0.16955136,0.42622006,0.38984266,0.09794484,0.37706727,-0.57530224,-0.19647832,0.22005902,0.03537454,-0.10610705,-0.08815817,0.05569367,-0.06805008,0.18039612,0.10323162,-0.016270239,-0.6724225,-0.031270407,0.33911332,-0.20361869,0.119359985,0.49622804,-0.10296694,-0.51926607,0.015164232,-0.1316272
Lycaonia,-0.1402903,0.30964708,-0.022498688,-0.14538811,0.31494215,0.40753263,-0.22798823,-0.20807017,0.29721668,0.24793062,-0.0128542455,0.23903202,0.15970553,0.15321806,-0.24790563,0.36612156,0.24225517,0.1414397,0.07950969,-0.40174097,-0.32304376,0.24331401,0.22028793,-0.2135429,0.24956043,0.04173176,0.3252509,0.25651342,0.18070097,0.16404857,-0.36707932,-0.047676962,0.2968493,-0.18561135,0.17291892,0.22384207,-0.39885905,-0.5186381,-0.32779685,0.0019503104
Lycaonian,0.14470655,0.38408792,-0.12304943,-0.24355008,0.36862284,0.40766737,-0.28569934,-0.036634225,0.4084927,0.28405866,-0.055228792,0.13301171,0.0065455586,0.006767148,0.0029290856,0.48681906,0.1873562,0.09216705,0.3585756,-0.37966973,-0.11753131,0.29949918,0.18306223,-0.31519645,0.20785978,0.022734065,0.25827584,0.21686281,-0.13939399,0.29521197,-0.24588971,-0.116515264,0.26943552,-0.34297168,0.08665461,0.38721725,-0.29461357,-0.47168088,-0.14263514,-0.11219227
Lycia,-0.12143762,0.2618338,-0.12929542,-0.21621537,0.20200054,0.31999967,-0.52372056,0.29948133,0.17797258,0.11961577,-0.1597784,0.21860316,0.053581208,-0.14476274,-0.49023348,0.27244452,0.1253549,0.088683695,0.036973014,-0.58077246,-0.3348319,0.21692745,0.31170958,-0.10030195,0.2875915,-0.012629814,0.15201406,0.12036914,0.15872641,0.12686221,-0.23051141,-0.20642322,0.27437297,-0.0778646,0.0295757,0.16265078,-0.24632105,-0.38689736,-0.40564814,-0.05989243
Lydda,-0.1363681,0.029542267,-0.12542954,-0.085413955,0.29711697,0.41913876,-0.25025415,0.015137618,-0.08469582,0.20418382,-0.05748984,0.12247805,0.27662307,-0.1162477,-0.13485119,0.29727226,0.19737306,0.06988795,0.45807916,-0.50192577,-0.16209616,0.10339067,0.13303941,-0.04691846,0.2401415,-0.017963689,0.26642942,0.103980504,0.43251696,0.16676347,-0.1814247,-0.6075273,0.23785768,-0.31577295,0.19415823,0.14886513,-0.3330457,-0.5138864,-0.13222028,0.070823655
Lydia,-0.06398696,0.39729777,-0.2682044,-0.2738121,0.19362727,0.31533304,-0.39199886,0.24101429,0.2036589,0.26558018,-0.0018497289,-0.0783561,0.2565436,-0.28499934,-0.25617504,0.6995693,0.23603421,-0.12863848,0.27141702,-0.5053953,0.06318785,0.23324291,0.3293789,0.029290393,0.14914028,0.06895921,0.16860513,0.008142762,-0.40478155,0.15664926,-0.35758993,0.010195132,0.33312875,-0.31718493,0.061627444,0.0845549,-0.20045617,-0.38223046,0.010554144,-0.09135758
Lysanias,0.10234242,0.29714838,-0.18935233,-0.12461514,-0.12460228,0.37622067,-0.2943317,-0.17321049,-0.005273467,0.26876277,0.031397775,0.18041195,0.13491417,-0.58251643,-0.2904014,0.36721617,0.12838483,0.10738975,0.13145316,-0.51314616,-0.32505393,0.15503465,0.18144138,-0.11776407,0.23260292,0.044729665,0.27033168,0.19534855,-0.040739857,0.14248471,-0.3301083,-0.10516519,0.29409465,-0.1969628,0.15200701,0.22452027,-0.38436627,-0.4369541,-0.1898656,-0.04811383
Lysias,0.104483016,0.22756349,-0.07341378,-0.31844392,-0.18854395,0.38595504,-0.31422266,0.33804008,0.4191412,0.318849,0.00645958,0.05423369,-0.1436613,-0.62462735,-0.24826758,0.32195163,0.16293521,0.008616282,0.3049509,-0.40038303,-0.2936056,0.3384441,0.0837518,-0.21239188,0.26281735,-0.036276035,0.2753271,-0.08206822,0.15224113,0.23586835,-0.2477112,-0.2992485,0.22734576,-0.1621232,0.17706476,0.3523739,-0.3802669,-0.5426425,-0.06813651,0.0312358
Lystra,-0.15030716,-0.013806889,-0.1157808,-0.1477461,0.20272407,0.30605817,-0.49119595,0.53102237,0.41846362,0.27628055,-0.058841154,-0.025519116,0.1311508,-0.43996552,-0.5421122,0.45328146,0.18425739,0.026796041,0.338978,-0.38493165,-0.26237366,0.11676398,-0.0072710924,-0.12801099,0.14524125,-0.00089505553,0.07145162,-0.047004025,-0.1746222,0.16559306,-0.25303945,-0.1657147,0.22285317,-0.4398282,0.009576087,0.10149057,-0.39321053,-0.49734855,-0.18716371,-0.04173317
Maath,0.14283305,0.15413733,-0.24219775,-0.25432575,-0.10793396,0.29705593,-0.47241366,0.052127857,0.1540732,0.22857936,-0.041871276,0.3360163,0.1956904,-0.3611044,-0.1956308,0.4694473,0.19446114,0.033255022,0.18798912,-0.4774312,-0.23650539,0.09845533,0.17151839,-0.22992383,0.16618077,0.09847385,0.03550451,0.13491322,0.22790727,0.15456931,-0.43016693,0.16438939,0.3289032,-0.23091596,-0.0072085545,0.3963606,-0.31018722,-0.4362027,-0.25028366,-0.007805096
Macedonia,-0.03662717,0.18124491,0.046646677,-0.25424278,0.44315475,0.31331736,-0.56416893,0.5680314,0.1331108,0.29737478,0.055887572,-0.002523677,-0.04670216,-0.2504888,-0.39320463,0.69308364,0.17417485,-0.09299893,0.12959762,-0.46720815,-0.14281426,0.32791916,0.2026726,-0.28868148,0.15010926,0.050197054,0.03407979,-0.061078213,-0.021932133,0.13729653,-0.6017924,0.099627726,0.1983046,-0.3221345,-0.05976422,0.30433095,0.07673408,-0.40238345,-0.3066976,-0.08878798
Macedonian,0.21503599,0.13674617,-0.17478122,-0.103297375,0.4404753,0.37878263,-0.39437288,0.8089096,0.33275118,0.19507687,0.004711629,-0.002422532,-0.036303386,-0.3487238,-0.21460395,0.66865605,0.28773075,-0.061754595,0.4569385,-0.25425357,-0.23653337,0.22275613,0.26213202,-0.31224,0.15262519,-0.027691571,0.1196227,-0.21215692,0.19691396,0.18870428,-0.41131824,0.20250103,0.1742504,-0.1594722,0.0038371615,0.13805147,-0.47190773,-0.47147384,-0.08513539,0.14531709
Macedonians,0.082445316,0.30028138,-0.20032609,-0.13900933,0.36596513,0.32636884,-0.30050564,0.19725941,0.09617571,0.2942927,-0.012049273,-0.0022897127,0.29797754,-0.52072984,-0.11691642,0.42492214,0.26039448,0.07955836,0.08417774,-0.54073304,-0.051435255,0.2508974,0.18439154,-0.15394635,0.31156197,-0.03089966,0.20532475,0.12568058,0.23628019,0.2205673,-0.17229109,-0.610253,0.20704629,-0.25310358,0.25284103,0.37171417,-0.09096707,-0.49528486,-0.24448554,-0.04614646
Magadan,-0.12530895,0.088850826,-0.12249486,-0.1315685,0.1773489,0.3177715,-0.3582442,-0.021519573,0.34059793,0.33162802,-0.07532485,0.18829586,0.23904249,-0.13780566,-0.46458033,0.332173,0.13399193,0.018730031,0.29708964,-0.38574052,-0.12450368,0.07030215,0.09175472,-0.18160915,0.2229029,0.011691326,0.19436724,0.14624049,0.6670414,0.22280948,-0.08455797,-0.257248,0.28998625,-0.49504364,0.07980662,0.14885224,-0.30734503,-0.55053645,-0.13675225,0.11519054
Magog,-0.17852359,0.1745636,-0.0099697495,-0.18385297,-0.03464883,0.3158466,-0.4784379,0.71335065,0.12712632,0.2026106,-0.108874656,-0.11344648,0.128953,-0.86853635,-0.41120604,0.57384354,0.16648565,0.027636733,0.27376696,-0.42856482,-0.17975035,0.1201121,0.28392068,-0.072996534,0.2699069,-0.038822513,0.14987186,-0.20052521,0.48172396,0.21623918,-0.13052757,-0.31223577,0.18490943,-0.099357866,0.14583805,0.1546633,-0.3858175,-0.45479178,0.10065055,0.14044306
